0	elizabeth	8.621474969772303
0	needham	8.621474969772303
0	died	8.621474969772303
0	mother	8.621474969772303
0	english	8.621474969772303
0	procuress	8.621474969772303
0	brothel-keeper	8.621474969772303
0	th-century	8.621474969772303
0	london	8.621474969772303
0	identified	8.621474969772303
0	bawd	8.621474969772303
0	greeting	8.621474969772303
0	moll	8.621474969772303
0	hackabout	8.621474969772303
0	plate	8.621474969772303
0	william	8.621474969772303
0	hogarth's	8.621474969772303
0	series	8.621474969772303
0	satirical	8.621474969772303
0	etchings	8.621474969772303
0	harlot's	8.621474969772303
0	progress	8.621474969772303
0	notorious	8.621474969772303
0	time	8.621474969772303
0	recorded	8.621474969772303
0	life	8.621474969772303
0	genuine	8.621474969772303
0	portraits	8.621474969772303
0	survive	8.621474969772303
0	house	8.621474969772303
0	exclusive	8.621474969772303
0	customers	8.621474969772303
0	highest	8.621474969772303
0	strata	8.621474969772303
0	fashionable	8.621474969772303
0	society	8.621474969772303
0	eventually	8.621474969772303
0	crossed	8.621474969772303
0	moral	8.621474969772303
0	reformers	8.621474969772303
0	day	8.621474969772303
0	result	8.621474969772303
0	severe	8.621474969772303
0	treatment	8.621474969772303
0	received	8.621474969772303
0	sentenced	8.621474969772303
0	stand	8.621474969772303
0	pillory	8.621474969772303
0	equipartition	8.621474969772303
0	theorem	8.621474969772303
0	formula	9.621474969772303
0	statistical	8.621474969772303
0	mechanics	8.621474969772303
0	relates	8.621474969772303
0	temperature	8.621474969772303
0	system	8.621474969772303
0	average	9.621474969772303
0	energies	8.621474969772303
0	original	8.621474969772303
0	idea	8.621474969772303
0	thermal	8.621474969772303
0	equilibrium	8.621474969772303
0	energy	8.621474969772303
0	shared	8.621474969772303
0	equally	8.621474969772303
0	forms	8.621474969772303
0	kinetic	8.621474969772303
0	translational	8.621474969772303
0	motion	8.621474969772303
0	molecule	8.621474969772303
0	equal	8.621474969772303
0	rotational	8.621474969772303
0	virial	8.621474969772303
0	total	8.621474969772303
0	potential	8.621474969772303
0	system's	8.621474969772303
0	heat	8.621474969772303
0	capacity	8.621474969772303
0	computed	8.621474969772303
0	values	8.621474969772303
0	individual	8.621474969772303
0	components	8.621474969772303
0	applied	8.621474969772303
0	classical	8.621474969772303
0	matter	8.621474969772303
0	complicated	8.621474969772303
0	derive	8.621474969772303
0	ideal	8.621474969772303
0	gas	8.621474969772303
0	law	9.621474969772303
0	dulong–petit	8.621474969772303
0	specific	8.621474969772303
0	capacities	8.621474969772303
0	solids	8.621474969772303
0	predict	8.621474969772303
0	properties	8.621474969772303
0	stars	9.621474969772303
0	white	9.621474969772303
0	dwarfs	8.621474969772303
0	neutron	8.621474969772303
0	holds	8.621474969772303
0	relativistic	8.621474969772303
0	effects	8.621474969772303
0	considered	8.621474969772303
0	makes	8.621474969772303
0	accurate	9.621474969772303
0	predictions	8.621474969772303
0	conditions	8.621474969772303
0	inaccurate	8.621474969772303
0	quantum	8.621474969772303
0	significant	8.621474969772303
0	low	8.621474969772303
0	temperatures	8.621474969772303
0	gunnhild	8.621474969772303
0	konungamóðir	8.621474969772303
0	kings	8.621474969772303
0	gormsdóttir	8.621474969772303
0	wife	8.621474969772303
0	erik	8.621474969772303
0	bloodaxe	8.621474969772303
0	king	8.621474969772303
0	norway	8.621474969772303
0	orkney	9.621474969772303
0	jórvík	8.621474969772303
0	prominent	8.621474969772303
0	figure	9.621474969772303
0	norse	8.621474969772303
0	sagas	8.621474969772303
0	including	9.621474969772303
0	fagrskinna	8.621474969772303
0	egil's	8.621474969772303
0	saga	8.621474969772303
0	njal's	8.621474969772303
0	heimskringla	8.621474969772303
0	details	8.621474969772303
0	disputed	8.621474969772303
0	parentage	8.621474969772303
0	lived	8.621474969772303
0	great	8.621474969772303
0	change	8.621474969772303
0	father-in-law	8.621474969772303
0	harald	8.621474969772303
0	fairhair	8.621474969772303
0	recently	8.621474969772303
0	united	8.621474969772303
0	rule	8.621474969772303
0	shortly	8.621474969772303
0	death	8.621474969772303
0	husband	8.621474969772303
0	overthrown	8.621474969772303
0	exiled	8.621474969772303
0	spent	8.621474969772303
0	rest	8.621474969772303
0	exile	8.621474969772303
0	jorvik	8.621474969772303
0	denmark	8.621474969772303
0	number	9.621474969772303
0	children	8.621474969772303
0	co-rulers	8.621474969772303
0	late	8.621474969772303
0	tenth	8.621474969772303
0	century	8.621474969772303
0	largely	8.621474969772303
0	icelandic	8.621474969772303
0	sources	8.621474969772303
0	icelanders	8.621474969772303
0	generally	9.621474969772303
0	hostile	8.621474969772303
0	scholars	8.621474969772303
0	regard	8.621474969772303
0	episodes	8.621474969772303
0	reported	8.621474969772303
0	suspect	8.621474969772303
0	richard	8.621474969772303
0	hawes	8.621474969772303
0	states	8.621474969772303
0	representative	8.621474969772303
0	kentucky	8.621474969772303
0	confederate	9.621474969772303
0	governor	8.621474969772303
0	originally	8.621474969772303
0	whig	8.621474969772303
0	democrat	9.621474969772303
0	dissolution	8.621474969772303
0	party	8.621474969772303
0	outbreak	8.621474969772303
0	american	8.621474969772303
0	civil	9.621474969772303
0	war	8.621474969772303
0	supporter	8.621474969772303
0	kentucky's	8.621474969772303
0	doctrine	8.621474969772303
0	armed	8.621474969772303
0	neutrality	9.621474969772303
0	commonwealth's	9.621474969772303
0	breached	8.621474969772303
0	september	8.621474969772303
0	fled	8.621474969772303
0	virginia	8.621474969772303
0	enlisted	8.621474969772303
0	brigade	8.621474969772303
0	commissary	8.621474969772303
0	general	8.621474969772303
0	humphrey	8.621474969772303
0	marshall	8.621474969772303
0	elected	8.621474969772303
